Id_Venda;Id_Produto;Id_Vendedor;Quantidade;Data_Venda;R$_Unit;R$_Total
1186;33;12;16;07/03/2023;673,47;10775,52
1187;31;7;13;16/06/2024;835,77;10865,01
1188;47;13;3;07/01/2024;401,68;1205,04
1189;35;4;1;07/12/2024;80,69;80,69
1190;25;12;16;08/05/2024;581,58;9305,28
1191;8;10;18;28/07/2023;606;10908
1192;23;6;10;15/02/2025;831,11;8311,1
1193;26;1;3;31/01/2025;78,86;236,58
1194;24;9;11;03/01/2024;886,6;9752,6
1195;6;14;15;06/02/2023;41,46;621,9
1196;19;11;7;09/08/2023;607,69;4253,83
1197;12;9;2;30/07/2023;285,41;570,82
1198;25;11;7;20/10/2024;581,58;4071,06
1199;20;12;13;14/06/2024;732,43;9521,59
1200;7;11;12;02/09/2024;226,45;2717,4
1201;32;2;15;17/06/2024;376,48;5647,2
1202;48;4;5;22/01/2023;464,26;2321,3
1203;3;4;1;11/07/2024;148,14;148,14
1204;47;10;8;26/12/2023;401,68;3213,44
1205;32;7;3;13/04/2025;376,48;1129,44
1206;35;11;10;04/06/2023;80,69;806,9
1207;32;9;15;19/05/2024;376,48;5647,2
1208;2;1;11;24/04/2023;282,28;3105,08
1209;4;6;2;29/01/2025;679,93;1359,86
1210;26;2;7;20/08/2024;78,86;552,02
1211;42;11;17;01/01/2025;807;13719
1212;30;11;18;29/02/2024;285,19;5133,42
1213;10;12;19;17/06/2023;704,31;13381,89
1214;15;15;3;21/07/2024;285,09;855,27
1215;3;12;5;10/05/2025;148,14;740,7
1216;32;11;1;14/01/2025;376,48;376,48
1217;31;15;20;27/02/2025;835,77;16715,4
1218;3;4;5;04/08/2024;148,14;740,7
1219;1;3;2;31/03/2023;120,22;240,44
1220;20;14;4;03/07/2024;732,43;2929,72
1221;30;10;6;12/07/2024;285,19;1711,14
1222;38;2;4;13/09/2023;385,66;1542,64
1223;8;8;20;21/06/2025;606;12120
1224;40;4;3;02/05/2023;687,77;2063,31
1225;13;7;11;11/01/2023;761,22;8373,42
1226;48;11;13;12/08/2023;464,26;6035,38
1227;21;2;19;21/06/2025;133,58;2538,02
1228;35;3;11;07/07/2023;80,69;887,59
1229;14;13;2;26/10/2023;701,16;1402,32
1230;38;3;11;09/02/2023;385,66;4242,26
1231;5;2;9;27/07/2024;96,07;864,63
1232;10;13;14;20/05/2024;704,31;9860,34
1233;11;12;12;24/05/2025;228,24;2738,88
1234;36;3;15;30/09/2024;179,43;2691,45
1235;16;15;19;12/02/2025;957,64;18195,16
1236;3;3;4;02/06/2024;148,14;592,56
1237;41;10;13;11/09/2024;236,76;3077,88
1238;11;1;16;25/12/2024;228,24;3651,84
1239;6;1;1;29/04/2023;41,46;41,46
1240;12;15;3;04/11/2024;285,41;856,23
1241;46;11;19;31/03/2025;220,5;4189,5
1242;19;7;16;23/11/2023;607,69;9723,04
1243;45;3;7;13/08/2024;877,6;6143,2
1244;10;11;9;19/06/2024;704,31;6338,79
1245;34;8;14;06/09/2023;937,29;13122,06
1246;16;3;20;12/01/2025;957,64;19152,8
1247;45;1;20;25/01/2025;877,6;17552
1248;12;12;16;14/03/2023;285,41;4566,56
1249;40;2;10;29/05/2024;;
1250;23;7;1;27/12/2024;831,11;831,11
1251;36;4;7;08/10/2024;179,43;1256,01
1252;8;9;4;23/05/2024;606;2424
1253;40;6;18;30/05/2024;687,77;12379,86
1254;33;4;15;03/05/2023;673,47;10102,05
1255;41;11;7;25/03/2024;236,76;1657,32
1256;18;1;7;12/06/2024;105,75;740,25
1257;8;13;5;23/03/2023;606;3030
1258;44;14;16;21/01/2024;914;14624
1259;32;3;6;12/01/2024;376,48;2258,88
1260;43;15;2;30/03/2023;275,06;550,12
1261;4;11;12;17/12/2024;679,93;8159,16
1262;19;4;14;13/04/2024;607,69;8507,66
1263;17;6;20;27/08/2024;111,19;2223,8
1264;30;1;4;26/10/2023;285,19;1140,76
1265;48;1;18;14/03/2025;464,26;8356,68
1266;12;3;1;11/05/2023;285,41;285,41
1267;32;9;4;26/10/2024;376,48;1505,92
1268;5;15;8;02/09/2024;96,07;768,56
1269;47;8;19;30/05/2025;401,68;7631,92
1270;38;6;14;28/06/2025;385,66;5399,24
1271;13;12;11;14/01/2025;761,22;8373,42
1272;15;13;4;12/07/2023;285,09;1140,36
1273;21;4;4;14/08/2023;133,58;534,32
1274;16;12;14;02/02/2025;957,64;13406,96
1275;13;7;8;13/06/2024;761,22;6089,76
1276;5;8;19;08/02/2023;96,07;1825,33
1277;32;1;14;29/08/2024;376,48;5270,72
1278;10;4;20;10/07/2023;704,31;14086,2
1279;30;3;13;12/02/2023;285,19;3707,47
1280;24;3;15;20/11/2024;886,6;13299
1281;47;4;12;22/06/2024;401,68;4820,16
1282;18;4;11;27/02/2023;105,75;1163,25
1283;9;1;19;15/06/2024;206,85;3930,15
1284;4;5;5;09/08/2024;679,93;3399,65
1285;8;14;15;27/10/2023;606;9090
1286;30;7;6;16/06/2025;285,19;1711,14
1287;22;4;10;06/02/2024;88,01;880,1
1288;39;3;20;02/06/2025;691,28;13825,6
1289;11;10;18;30/10/2024;228,24;4108,32
1290;15;2;14;23/10/2024;285,09;3991,26
1291;34;8;7;31/07/2023;937,29;6561,03
1292;38;8;15;22/01/2025;385,66;5784,9
1293;18;1;14;15/07/2023;105,75;1480,5
1294;48;14;8;08/06/2025;464,26;3714,08
1295;16;6;14;15/08/2023;957,64;13406,96
1296;38;4;19;20/08/2023;385,66;7327,54
1297;10;15;19;26/06/2023;704,31;13381,89
1298;1;7;2;03/09/2024;120,22;240,44
1299;3;8;17;07/09/2024;148,14;2518,38
1300;3;7;17;07/07/2024;148,14;2518,38
1301;26;8;4;23/09/2023;78,86;315,44
1302;29;8;8;20/11/2023;867,82;6942,56
1303;6;9;1;17/11/2024;41,46;41,46
1304;45;12;14;05/06/2025;877,6;12286,4
1305;14;3;12;27/05/2025;701,16;8413,92
1306;19;4;3;03/04/2025;607,69;1823,07
1307;2;8;10;21/12/2023;282,28;2822,8
1308;11;12;15;16/02/2024;228,24;3423,6
1309;37;12;19;22/04/2025;252,36;4794,84
1310;2;8;15;25/06/2024;282,28;4234,2
1311;9;14;13;21/11/2024;206,85;2689,05
1312;12;13;12;21/11/2023;285,41;3424,92
1313;41;8;1;12/03/2024;236,76;236,76
1314;41;2;13;14/01/2025;236,76;3077,88
1315;45;6;17;15/08/2023;877,6;14919,2
1316;3;5;14;08/05/2023;148,14;2073,96
1317;18;12;20;28/05/2023;105,75;2115
1318;35;10;7;03/01/2024;80,69;564,83
1319;44;2;20;02/06/2023;914;18280
1320;22;12;2;11/05/2025;88,01;176,02
1321;33;15;12;25/04/2023;673,47;8081,64
1322;4;2;13;21/01/2024;679,93;8839,09
1323;24;8;20;06/07/2024;;
1324;3;6;12;19/12/2023;148,14;1777,68
1325;12;11;18;04/02/2025;285,41;5137,38
1326;46;2;18;07/07/2024;220,5;3969
1327;46;13;7;24/07/2023;220,5;1543,5
1328;9;6;8;14/10/2023;206,85;1654,8
1329;35;2;16;13/09/2024;80,69;1291,04
1330;48;13;19;17/07/2024;464,26;8820,94
1331;45;4;8;23/08/2023;877,6;7020,8
1332;21;6;9;12/01/2025;133,58;1202,22
1333;33;11;14;30/09/2023;673,47;9428,58
1334;18;1;3;27/06/2024;105,75;317,25
1335;24;6;15;30/08/2024;886,6;13299
1336;32;9;17;28/02/2023;376,48;6400,16
1337;8;8;18;14/10/2024;606;10908
1338;44;14;18;01/10/2024;914;16452
1339;19;8;20;08/09/2023;607,69;12153,8
1340;24;13;3;30/07/2023;886,6;2659,8
1341;13;15;15;03/11/2023;761,22;11418,3
1342;6;2;13;12/07/2024;41,46;538,98
1343;12;5;3;19/09/2023;;
1344;7;3;9;29/06/2024;226,45;2038,05
1345;8;12;5;25/05/2025;606;3030
1346;32;3;7;22/10/2024;376,48;2635,36
1347;34;11;1;17/08/2024;937,29;937,29
1348;19;7;18;15/08/2023;607,69;10938,42
1349;9;8;12;06/07/2024;206,85;2482,2
1350;27;8;1;25/08/2023;235,62;235,62
1351;19;4;3;15/06/2023;607,69;1823,07
1352;2;14;8;05/03/2023;282,28;2258,24
1353;34;11;11;08/09/2023;937,29;10310,19
1354;27;10;11;29/05/2024;235,62;2591,82
1355;42;11;11;04/11/2024;807;8877
1356;32;10;17;10/08/2023;376,48;6400,16
1357;36;8;15;25/12/2024;179,43;2691,45
1358;20;10;5;08/02/2023;732,43;3662,15
1359;20;3;9;31/12/2023;;
1360;15;8;12;30/10/2023;285,09;3421,08
1361;19;13;2;12/10/2024;607,69;1215,38
1362;10;6;10;28/09/2023;;
1363;30;3;20;02/03/2025;285,19;5703,8
1364;11;12;18;21/09/2024;228,24;4108,32
1365;19;3;6;13/02/2024;607,69;3646,14
1366;46;12;5;14/11/2024;220,5;1102,5
1367;11;4;4;10/12/2024;228,24;912,96
1368;3;6;19;08/12/2023;148,14;2814,66
1369;9;8;9;16/12/2024;206,85;1861,65
1370;24;3;7;06/11/2023;;
1371;36;12;2;25/10/2024;179,43;358,86
1372;43;6;12;18/10/2024;275,06;3300,72
1373;10;6;15;25/01/2023;704,31;10564,65
1374;35;3;18;16/08/2023;80,69;1452,42
1375;20;2;1;21/03/2025;732,43;732,43
1376;26;15;16;21/11/2024;78,86;1261,76
1377;10;8;11;14/07/2024;704,31;7747,41
1378;10;1;18;05/08/2023;704,31;12677,58
1379;33;6;10;26/02/2023;673,47;6734,7
1380;31;15;10;20/07/2024;835,77;8357,7
1381;37;11;5;23/12/2023;252,36;1261,8
1382;37;12;15;08/06/2025;252,36;3785,4
1383;22;12;4;26/12/2024;88,01;352,04
1384;47;8;2;15/01/2024;401,68;803,36
1385;9;11;18;05/12/2024;206,85;3723,3
1386;8;5;1;21/02/2023;606;606
1387;26;10;8;28/06/2023;78,86;630,88
1388;29;6;3;31/01/2025;867,82;2603,46
1389;21;1;20;13/07/2023;133,58;2671,6
1390;42;4;19;27/04/2023;807;15333
1391;34;4;9;11/06/2024;937,29;8435,61
1392;13;1;3;19/05/2023;761,22;2283,66
1393;35;14;15;06/12/2023;80,69;1210,35
1394;44;11;3;09/11/2024;914;2742
1395;33;7;7;13/10/2024;673,47;4714,29
1396;32;6;20;08/02/2024;376,48;7529,6
1397;39;9;2;03/08/2023;691,28;1382,56
1398;43;6;13;19/05/2024;275,06;3575,78
1399;10;12;14;17/08/2024;704,31;9860,34
1400;24;7;12;20/11/2023;886,6;10639,2
1401;1;5;12;01/04/2024;120,22;1442,64
1402;23;5;15;25/05/2025;831,11;12466,65
1403;36;2;7;04/05/2025;179,43;1256,01
1404;47;15;15;04/03/2023;401,68;6025,2
1405;48;7;15;12/03/2024;464,26;6963,9
1406;19;3;14;02/01/2024;607,69;8507,66
1407;47;15;14;04/07/2024;401,68;5623,52
1408;9;14;19;07/08/2023;206,85;3930,15
1409;39;2;5;02/03/2024;691,28;3456,4
1410;14;5;16;20/01/2025;701,16;11218,56
1411;34;6;3;09/12/2023;937,29;2811,87
1412;38;13;13;20/04/2023;385,66;5013,58
1413;6;1;14;26/09/2024;41,46;580,44
1414;41;15;9;20/02/2023;236,76;2130,84
1415;27;3;18;17/12/2024;235,62;4241,16
1416;30;12;19;31/05/2024;285,19;5418,61
1417;9;4;6;22/09/2023;206,85;1241,1
1418;25;5;18;17/11/2023;581,58;10468,44
1419;32;1;10;22/07/2023;376,48;3764,8
1420;38;5;16;16/06/2024;385,66;6170,56
1421;36;12;15;10/12/2023;179,43;2691,45
1422;15;1;1;13/02/2025;285,09;285,09
1423;10;5;10;30/05/2023;704,31;7043,1
1424;41;14;16;02/02/2025;236,76;3788,16
1425;8;11;10;13/05/2023;606;6060
1426;27;3;16;17/11/2024;235,62;3769,92
1427;45;11;8;18/05/2025;877,6;7020,8
1428;2;2;9;29/06/2024;282,28;2540,52
1429;32;2;20;16/11/2024;376,48;7529,6
1430;48;6;19;21/04/2023;464,26;8820,94
1431;31;10;14;29/09/2024;835,77;11700,78
1432;17;11;16;24/04/2024;111,19;1779,04
1433;45;14;4;17/05/2025;877,6;3510,4
1434;24;9;19;02/02/2023;886,6;16845,4
1435;2;14;9;14/01/2024;282,28;2540,52
1436;11;10;2;18/08/2024;228,24;456,48
1437;10;6;15;23/08/2024;704,31;10564,65
1438;45;3;12;10/03/2023;877,6;10531,2
1439;11;1;9;04/06/2024;228,24;2054,16
1440;24;7;12;19/03/2025;886,6;10639,2
1441;4;5;10;25/03/2024;679,93;6799,3
1442;34;11;3;20/06/2025;937,29;2811,87
1443;33;4;6;08/06/2023;673,47;4040,82
1444;7;10;6;14/01/2025;226,45;1358,7
1445;35;6;11;21/03/2025;80,69;887,59
1446;44;13;10;20/05/2024;914;9140
1447;18;11;12;19/01/2023;105,75;1269
1448;7;9;19;29/03/2023;226,45;4302,55
1449;23;14;5;03/04/2023;831,11;4155,55
1450;1;3;17;22/07/2023;120,22;2043,74
1451;19;6;16;13/06/2025;607,69;9723,04
1452;27;6;6;19/02/2024;235,62;1413,72
1453;7;4;5;07/10/2024;226,45;1132,25
1454;33;4;7;12/02/2023;673,47;4714,29
1455;36;10;17;11/04/2023;179,43;3050,31
1456;35;12;18;13/04/2025;80,69;1452,42
1457;45;13;4;18/06/2025;877,6;3510,4
1458;27;8;3;19/02/2025;235,62;706,86
1459;8;14;5;22/01/2024;606;3030
1460;2;8;12;29/04/2024;282,28;3387,36
1461;20;12;12;18/05/2023;732,43;8789,16
1462;9;14;15;23/01/2024;206,85;3102,75
1463;39;9;11;06/05/2023;691,28;7604,08
1464;12;12;10;04/02/2025;285,41;2854,1
1465;2;12;4;29/06/2023;282,28;1129,12
1466;15;3;5;31/01/2024;285,09;1425,45
1467;45;4;10;24/10/2023;877,6;8776
1468;9;4;5;01/09/2023;206,85;1034,25
1469;6;7;4;03/10/2024;41,46;165,84
1470;5;1;16;16/05/2024;96,07;1537,12
1471;28;1;7;22/02/2024;985,37;6897,59
1472;7;1;17;05/03/2023;226,45;3849,65
1473;38;1;16;19/08/2024;385,66;6170,56
1474;8;15;9;17/08/2023;606;5454
1475;3;2;10;24/05/2024;148,14;1481,4
1476;43;1;4;21/12/2023;275,06;1100,24
1477;8;15;20;27/02/2025;606;12120
1478;14;10;7;17/09/2023;701,16;4908,12
1479;12;11;12;07/09/2024;285,41;3424,92
1480;2;2;5;21/02/2024;282,28;1411,4
1481;48;5;19;09/01/2025;464,26;8820,94
1482;23;6;6;12/01/2024;831,11;4986,66
1483;33;13;20;17/08/2024;673,47;13469,4
1484;16;9;19;06/08/2023;957,64;18195,16
1485;5;2;19;26/02/2025;96,07;1825,33
1486;1;9;7;01/04/2025;120,22;841,54
1487;46;4;10;17/02/2025;220,5;2205
1488;11;15;18;16/04/2024;228,24;4108,32
1489;1;12;4;30/01/2025;120,22;480,88
1490;14;15;17;20/02/2024;701,16;11919,72
1491;46;8;12;16/04/2025;220,5;2646
1492;45;10;6;13/10/2023;877,6;5265,6
1493;29;11;4;08/03/2025;867,82;3471,28
1494;12;14;12;31/07/2024;285,41;3424,92
1495;25;7;7;06/03/2024;581,58;4071,06
1496;33;4;14;20/01/2024;673,47;9428,58
1497;8;13;11;29/08/2024;606;6666
1498;8;8;4;22/01/2024;606;2424
1499;34;3;16;20/04/2024;937,29;14996,64
1500;24;12;10;13/08/2024;886,6;8866
1501;36;12;2;12/06/2023;179,43;358,86
1502;6;6;16;01/07/2024;41,46;663,36
1503;8;7;10;01/03/2025;606;6060
1504;30;10;10;29/03/2024;285,19;2851,9
1505;44;14;15;26/05/2025;914;13710
1506;15;9;14;21/09/2024;285,09;3991,26
1507;19;14;14;11/05/2024;607,69;8507,66
1508;13;14;3;13/03/2024;761,22;2283,66
1509;31;11;12;19/06/2024;835,77;10029,24
1510;12;1;16;08/03/2023;285,41;4566,56
1511;44;2;13;14/01/2025;914;11882
1512;29;9;3;27/04/2024;867,82;2603,46
1513;8;3;13;11/01/2025;606;7878
1514;26;12;19;08/11/2023;78,86;1498,34
1515;7;12;6;21/08/2023;226,45;1358,7
1516;5;6;7;02/04/2025;96,07;672,49
1517;22;4;20;08/03/2024;88,01;1760,2
1518;26;2;8;02/06/2023;78,86;630,88
1519;28;12;16;13/09/2023;985,37;15765,92
1520;18;13;19;21/11/2024;105,75;2009,25
1521;38;5;13;09/10/2023;385,66;5013,58
1522;23;8;20;21/02/2024;831,11;16622,2
1523;26;8;17;04/10/2024;78,86;1340,62
1524;18;3;15;06/10/2024;105,75;1586,25
1525;7;2;9;16/02/2023;226,45;2038,05
1526;32;8;8;04/02/2025;376,48;3011,84
1527;41;3;1;05/02/2023;236,76;236,76
1528;7;12;2;30/06/2024;226,45;452,9
1529;5;8;1;09/04/2025;96,07;96,07
1530;12;7;20;06/12/2024;285,41;5708,2
1531;44;6;5;18/05/2024;914;4570
1532;20;10;20;29/05/2023;732,43;14648,6
1533;7;13;3;20/04/2025;226,45;679,35
1534;43;13;17;27/03/2023;275,06;4676,02
1535;32;13;15;30/06/2023;376,48;5647,2
1536;13;5;16;01/01/2024;761,22;12179,52
1537;32;9;9;08/06/2024;376,48;3388,32
1538;35;6;18;17/03/2023;80,69;1452,42
1539;35;1;2;26/09/2024;80,69;161,38
1540;28;15;4;27/05/2023;985,37;3941,48
1541;25;8;11;26/06/2023;581,58;6397,38
1542;25;8;15;25/06/2024;581,58;8723,7
1543;3;1;6;27/08/2023;148,14;888,84
1544;36;11;10;16/03/2023;179,43;1794,3
1545;46;3;16;24/11/2023;220,5;3528
1546;28;3;10;17/05/2024;985,37;9853,7
1547;46;7;16;19/11/2024;220,5;3528
1548;8;10;16;30/04/2024;606;9696
1549;43;9;18;30/03/2023;275,06;4951,08
1550;37;8;16;11/08/2023;252,36;4037,76
1551;36;14;6;27/01/2023;179,43;1076,58
1552;33;1;13;25/05/2025;673,47;8755,11
1553;17;8;19;30/10/2023;111,19;2112,61
1554;25;10;12;09/03/2024;581,58;6978,96
1555;19;6;2;19/05/2023;607,69;1215,38
1556;2;10;2;13/05/2023;282,28;564,56
1557;9;14;12;16/01/2024;206,85;2482,2
1558;23;13;19;18/03/2023;831,11;15791,09
1559;2;13;11;07/07/2023;282,28;3105,08
1560;25;2;14;15/08/2023;581,58;8142,12
1561;23;6;14;26/12/2024;831,11;11635,54
1562;23;1;8;14/06/2023;831,11;6648,88
1563;16;4;10;06/05/2023;957,64;9576,4
1564;38;2;3;19/03/2024;385,66;1156,98
1565;20;2;11;06/11/2024;732,43;8056,73
1566;11;1;18;14/05/2025;228,24;4108,32
1567;21;1;15;22/05/2024;133,58;2003,7
1568;43;14;14;23/10/2024;275,06;3850,84
1569;37;9;14;18/03/2023;252,36;3533,04
1570;18;1;16;05/08/2024;105,75;1692
1571;38;1;11;17/12/2024;385,66;4242,26
1572;25;10;13;26/09/2024;581,58;7560,54
1573;21;10;4;04/10/2024;133,58;534,32
1574;32;2;7;15/04/2024;376,48;2635,36
1575;22;8;17;24/09/2023;88,01;1496,17
1576;43;6;6;03/06/2024;275,06;1650,36
1577;40;5;12;12/08/2023;687,77;8253,24
1578;28;4;16;18/07/2023;985,37;15765,92
1579;41;14;3;22/01/2023;236,76;710,28
1580;35;4;10;12/09/2023;80,69;806,9
1581;17;1;10;26/04/2023;111,19;1111,9
1582;37;7;8;29/11/2024;252,36;2018,88
1583;40;12;3;04/07/2024;687,77;2063,31
1584;46;14;19;30/09/2024;220,5;4189,5
1585;7;10;11;18/07/2023;226,45;2490,95
1586;18;2;19;28/07/2024;105,75;2009,25
1587;34;8;14;17/04/2025;937,29;13122,06
1588;14;6;3;16/01/2023;701,16;2103,48
1589;42;14;10;04/11/2023;807;8070
1590;33;13;10;20/01/2025;673,47;6734,7
1591;28;11;18;16/08/2024;985,37;17736,66
1592;21;4;14;30/03/2024;133,58;1870,12
1593;26;5;20;26/05/2024;78,86;1577,2
1594;33;8;18;13/08/2023;673,47;12122,46
1595;12;15;1;14/05/2025;285,41;285,41
1596;41;12;17;18/02/2023;236,76;4024,92
1597;12;10;16;05/11/2023;285,41;4566,56
1598;14;11;15;18/04/2024;701,16;10517,4
1599;18;15;18;03/12/2023;105,75;1903,5
1600;40;14;14;13/01/2023;687,77;9628,78
1601;37;12;2;23/05/2024;252,36;504,72
1602;34;4;12;18/03/2025;937,29;11247,48
1603;30;3;8;31/05/2023;285,19;2281,52
1604;10;12;10;27/10/2023;704,31;7043,1
1605;28;7;11;22/08/2023;;
1606;5;11;7;20/08/2023;;
1607;27;5;10;15/04/2024;235,62;2356,2
1608;42;3;9;07/02/2023;807;7263
1609;44;10;8;06/07/2023;914;7312
1610;26;4;4;15/02/2025;78,86;315,44
1611;10;4;1;31/12/2024;704,31;704,31
1612;16;13;10;01/04/2025;957,64;9576,4
1613;30;8;18;05/05/2024;285,19;5133,42
1614;28;7;2;27/03/2024;985,37;1970,74
1615;13;3;9;12/03/2024;761,22;6850,98
1616;9;1;9;29/03/2023;206,85;1861,65
1617;18;11;18;23/03/2025;105,75;1903,5
1618;12;11;2;01/08/2023;285,41;570,82
1619;47;8;1;24/04/2025;401,68;401,68
1620;4;14;3;04/06/2024;679,93;2039,79
1621;21;10;10;05/12/2024;133,58;1335,8
1622;5;15;14;06/09/2024;96,07;1344,98
1623;24;11;3;16/08/2023;886,6;2659,8
1624;26;14;5;20/12/2023;78,86;394,3
1625;16;2;19;15/06/2024;957,64;18195,16
1626;48;9;4;27/05/2025;464,26;1857,04
1627;34;11;19;13/11/2023;937,29;17808,51
1628;34;5;16;11/02/2024;937,29;14996,64
1629;6;4;20;22/05/2023;41,46;829,2
1630;8;13;11;29/10/2023;606;6666
1631;22;14;19;04/01/2025;88,01;1672,19
1632;48;7;8;05/05/2024;464,26;3714,08
1633;28;4;5;07/05/2024;985,37;4926,85
1634;7;3;7;08/05/2023;226,45;1585,15
1635;18;8;14;17/12/2023;105,75;1480,5
1636;17;14;19;19/06/2024;111,19;2112,61
1637;4;8;18;15/08/2024;679,93;12238,74
1638;24;12;4;03/02/2024;886,6;3546,4
1639;21;9;14;30/03/2024;133,58;1870,12
1640;31;11;8;02/02/2024;835,77;6686,16
1641;18;15;5;20/09/2023;105,75;528,75
1642;24;8;12;12/03/2024;886,6;10639,2
1643;20;1;20;30/04/2023;732,43;14648,6
1644;3;14;2;05/09/2024;148,14;296,28
1645;45;15;8;21/07/2024;877,6;7020,8
1646;17;9;13;09/11/2024;111,19;1445,47
1647;20;11;12;19/05/2024;732,43;8789,16
1648;44;2;18;02/01/2024;914;16452
1649;16;14;15;28/03/2025;957,64;14364,6
1650;25;1;13;13/04/2025;581,58;7560,54
1651;17;5;3;17/12/2023;111,19;333,57
1652;16;5;7;19/03/2024;957,64;6703,48
1653;11;15;15;03/04/2023;228,24;3423,6
1654;41;6;14;29/09/2024;236,76;3314,64
1655;3;5;3;23/05/2024;148,14;444,42
1656;32;8;14;02/05/2024;376,48;5270,72
1657;22;12;14;19/06/2025;88,01;1232,14
1658;7;14;6;06/05/2023;226,45;1358,7
1659;45;5;17;20/04/2024;877,6;14919,2
1660;5;6;14;20/01/2025;96,07;1344,98
1661;39;12;18;31/01/2024;691,28;12443,04
1662;48;6;15;18/04/2024;464,26;6963,9
1663;45;1;2;26/03/2025;877,6;1755,2
1664;42;11;6;13/05/2024;807;4842
1665;41;8;5;08/02/2025;236,76;1183,8
1666;1;7;7;27/06/2024;120,22;841,54
1667;41;5;11;13/03/2024;236,76;2604,36
1668;37;2;4;09/09/2024;252,36;1009,44
1669;11;4;17;04/01/2024;228,24;3880,08
1670;46;13;5;06/02/2025;220,5;1102,5
1671;39;11;14;21/05/2023;691,28;9677,92
1672;21;8;16;08/07/2024;133,58;2137,28
1673;48;3;9;27/12/2023;464,26;4178,34
1674;12;11;19;21/12/2024;285,41;5422,79
1675;21;13;10;02/06/2025;133,58;1335,8
1676;13;2;14;04/09/2024;761,22;10657,08
1677;24;3;13;09/09/2023;886,6;11525,8
1678;25;14;19;07/02/2023;581,58;11050,02
1679;15;1;1;15/10/2023;285,09;285,09
1680;36;11;20;26/08/2023;179,43;3588,6
1681;41;4;3;27/08/2024;236,76;710,28
1682;30;4;9;01/08/2024;285,19;2566,71
1683;45;14;6;23/01/2024;877,6;5265,6
1684;4;7;20;26/12/2023;679,93;13598,6
1685;28;10;9;12/08/2024;985,37;8868,33
1686;10;2;12;12/02/2024;704,31;8451,72
1687;11;10;4;02/02/2023;228,24;912,96
1688;1;12;17;11/02/2025;120,22;2043,74
1689;28;13;15;10/01/2025;985,37;14780,55
1690;44;8;4;15/05/2023;914;3656
1691;15;12;7;30/10/2023;285,09;1995,63
1692;13;14;9;28/10/2023;761,22;6850,98
1693;19;12;16;01/02/2024;607,69;9723,04
1694;25;3;14;05/06/2024;581,58;8142,12
1695;14;10;7;23/03/2024;701,16;4908,12
1696;19;12;7;09/01/2023;607,69;4253,83
1697;27;3;14;06/10/2024;235,62;3298,68
1698;10;1;10;11/11/2024;704,31;7043,1
1699;17;4;20;20/10/2023;111,19;2223,8
1700;29;15;8;05/04/2025;867,82;6942,56
1701;24;10;15;20/07/2023;886,6;13299
1702;6;1;16;08/06/2023;41,46;663,36
1703;9;14;11;29/06/2023;206,85;2275,35
1704;45;7;7;07/03/2023;877,6;6143,2
1705;46;7;14;25/11/2024;220,5;3087
1706;48;10;9;06/07/2024;464,26;4178,34
1707;5;2;18;12/11/2023;96,07;1729,26
1708;4;1;11;20/01/2024;679,93;7479,23
1709;16;8;12;25/12/2024;957,64;11491,68
1710;39;11;20;26/11/2024;691,28;13825,6
1711;46;12;2;10/01/2025;220,5;441
1712;1;5;17;05/05/2023;120,22;2043,74
1713;40;7;10;29/06/2024;687,77;6877,7
1714;26;11;12;17/04/2024;78,86;946,32
1715;9;15;18;27/04/2025;206,85;3723,3
1716;3;10;6;06/05/2025;148,14;888,84
1717;17;3;17;24/09/2024;111,19;1890,23
1718;32;15;11;31/08/2024;;
1719;30;3;3;08/06/2023;285,19;855,57
1720;21;12;17;04/06/2024;133,58;2270,86
1721;28;3;9;01/04/2023;985,37;8868,33
1722;8;6;2;16/02/2024;606;1212
1723;9;8;9;23/07/2024;206,85;1861,65
1724;48;6;14;14/11/2023;464,26;6499,64
1725;19;15;9;17/04/2024;607,69;5469,21
1726;40;14;9;04/03/2023;687,77;6189,93
1727;34;6;14;11/08/2024;937,29;13122,06
1728;11;6;16;27/05/2023;228,24;3651,84
1729;10;9;15;29/04/2025;;
1730;4;4;5;16/04/2025;679,93;3399,65
1731;4;4;6;29/03/2024;679,93;4079,58
1732;3;8;9;10/04/2025;148,14;1333,26
1733;11;12;15;06/03/2024;;
1734;28;2;16;03/07/2024;985,37;15765,92
1735;3;8;12;09/03/2024;148,14;1777,68
1736;46;9;16;05/03/2023;220,5;3528
1737;30;8;4;16/05/2024;285,19;1140,76
1738;47;14;5;25/02/2025;401,68;2008,4
1739;8;6;3;15/01/2023;606;1818
1740;14;14;10;19/12/2023;701,16;7011,6
1741;12;14;6;05/01/2023;285,41;1712,46
1742;48;9;9;08/01/2024;464,26;4178,34
1743;37;15;19;11/02/2025;252,36;4794,84
1744;14;10;1;10/01/2024;701,16;701,16
1745;34;13;19;07/08/2023;937,29;17808,51
1746;12;7;3;27/03/2025;285,41;856,23
1747;16;13;16;14/09/2024;957,64;15322,24
1748;44;2;11;04/04/2024;914;10054
1749;2;5;4;01/02/2025;282,28;1129,12
1750;26;6;19;23/02/2025;78,86;1498,34
1751;7;14;11;08/11/2024;226,45;2490,95
1752;10;1;3;28/01/2024;704,31;2112,93
1753;30;14;16;30/06/2024;285,19;4563,04
1754;30;11;9;23/09/2024;285,19;2566,71
1755;39;11;1;25/07/2023;691,28;691,28
1756;22;1;20;13/05/2024;88,01;1760,2
1757;29;6;19;20/07/2024;867,82;16488,58
